no,gender,age,age_group,los,last_login_days_ago,info_vacancy_period,is_take_test_minat,is_experienced,is_need_job,is_auto_apply_job,is_completed_profile,total_docs_upload,is_cv_uploaded,expected_salary,have_additional_skill,usr_group_specialization,apply_job_weekend_weekday_tendency,apply_training_weekend_weekday_tendency,training_level_tendency,education_enthuasiast_lvl,frequency_activity,recency_engagement,user_lifecycle,user_ses,job_sensitivity,searching_job_behavior,work_distance_tendency
344,Pria,27,26-35,761,700,daily,Yes,Yes,Yes,No,Yes,0,Yes,3-5 jt,No,Jasa / Pelayanan,,,,Moderate,Low,Low,New,A,,Active canidate,
345,Pria,22,18-25,1047,860,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,,,,,Basic,,Low,New,A,,,
346,Wanita,20,18-25,998,860,weekly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Pelayanan Kesehatan,,,,Basic,,Low,New,B,,Active canidate,
347,Pria,37,36-45,1302,846,daily,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Jasa / Pelayanan,,,,Basic,,Low,New,B,,Active canidate,
348,Pria,22,18-25,735,506,monthly,Yes,Yes,Yes,Yes,Yes,0,Yes,< 3 Jt,No,Jasa / Pelayanan,Weekday,,,Basic,Low,Medium,Churn,C,,,
349,Pria,30,26-35,1818,860,2week,No,Yes,No,No,Yes,0,No,< 3 Jt,No,Keahlian Teknik,,,,Moderate,Low,Low,New,A,,,
350,Wanita,21,18-25,39,38,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,,,,,Moderate,,High,New,A,,,
351,Wanita,22,18-25,217,216,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Jasa / Pelayanan,Weekday,,,Basic,Low,High,Churn,B,Low,Future Candidates,
352,Pria,34,26-35,1713,843,2week,No,Yes,Yes,Yes,Yes,0,No,8-10 jt,No,Keahlian Teknik,,,,Moderate,Low,Low,New,A,,,
353,Pria,20,18-25,235,235,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Jasa / Pelayanan,,,,Basic,,High,New,B,,Passive canidate,
354,Pria,40,36-45,1132,848,weekly,No,Yes,No,No,No,0,No,8-10 jt,No,Keahlian Teknik,,,,Basic,,Low,New,A,,Passive canidate,
355,Pria,31,26-35,888,860,monthly,No,Yes,No,No,No,0,No,,No,Jasa / Pelayanan,,,,Moderate,,Low,New,B,,,
356,Wanita,30,26-35,1033,860,monthly,No,Yes,Yes,No,No,0,No,3-5 jt,No,Pendidikan / Pelatihan & Pengembangan,,,,Basic,Low,Low,New,B,,,
357,Wanita,29,26-35,1329,860,daily,No,Yes,Yes,No,Yes,0,Yes,3-5 jt,No,Penjualan,,,,Moderate,Low,Low,New,A,,Active canidate,
358,Wanita,3,<=17,1211,528,,No,Yes,No,,No,0,Yes,,No,Penjualan,,,,Basic,,Medium,New,C,,,
359,Pria,21,18-25,1397,846,daily,No,Yes,No,No,Yes,0,No,3-5 jt,No,Keahlian Teknik,,,,Basic,,Low,New,B,,Future Candidates,
360,Pria,26,26-35,978,730,monthly,No,Yes,Yes,No,Yes,0,Yes,6-7 jt,Yes,Pemasaran ,,,,Moderate,Low,Low,New,A,,Future Candidates,
361,Pria,29,26-35,514,508,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Ilmu Sosial & Politik,Weekday,,,Basic,Low,Medium,Churn,B,,,Same Province
362,,52,46-55,1070,860,daily,No,Yes,Yes,No,No,0,No,3-5 jt,No,Seni / Media / Komunikasi,,,,Basic,,Low,New,B,,Active canidate,
363,Pria,31,26-35,2238,860,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Bangunan / Konstruksi,,,,Basic,,Low,New,B,,,
364,Wanita,20,18-25,271,271,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Ilmu Sosial & Politik,Weekday,,,Basic,Low,High,Churn,B,Low,,Different Province
365,Wanita,37,36-45,1435,801,daily,No,Yes,Yes,No,Yes,0,No,8-10 jt,No,Akuntansi / Keuangan,,,,Moderate,Low,Low,New,A,,Active canidate,
366,Wanita,21,18-25,1132,528,,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,,,,,Basic,Low,Medium,New,B,,,
367,Pria,27,26-35,1092,860,monthly,No,Yes,No,No,No,0,Yes,3-5 jt,No,Pemasaran ,,,,Moderate,,Low,New,A,,,
368,Pria,20,18-25,1059,764,monthly,No,Yes,No,No,Yes,0,Yes,3-5 jt,No,Teknologi Informasi (TI),,,,Basic,,Low,New,A,,Future Candidates,
369,Wanita,21,18-25,162,11,daily,No,Yes,Yes,Yes,Yes,0,Yes,3-5 jt,No,Administrasi / GA,Weekday,,,Basic,Low,High,First Active,A,High,Active canidate,
370,Pria,21,18-25,1095,860,monthly,No,Yes,No,No,Yes,0,Yes,3-5 jt,No,Teknologi Informasi (TI),,,,Basic,,Low,New,B,,Passive canidate,
371,Pria,22,18-25,1098,734,daily,No,Yes,Yes,Yes,Yes,0,Yes,3-5 jt,No,Keahlian Teknik,,,,Basic,,Low,New,B,,Active canidate,
372,Pria,25,18-25,767,707,daily,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Manufaktur,,,,Basic,,Low,New,B,,Active canidate,
373,Pria,22,18-25,559,552,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Keahlian Teknik,,,,Basic,Low,Medium,New,B,,,
374,Wanita,24,18-25,1431,860,daily,No,Yes,Yes,No,No,0,No,3-5 jt,No,Jasa / Pelayanan,,,,Basic,,Low,New,B,,Active canidate,
375,Wanita,52,46-55,1335,620,daily,No,Yes,Yes,No,Yes,0,No,3-5 jt,Yes,Personalia / SDM / HR,,,,Moderate,Low,Low,New,A,,Active canidate,
376,Pria,4,<=17,1636,846,monthly,No,Yes,Yes,Yes,Yes,0,No,16-20 jt,No,Bangunan / Konstruksi,,,,Moderate,Low,Low,New,A,,,
377,Pria,24,18-25,31,29,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,,Weekday,,,Basic,Low,High,Churn,B,Low,,Different Province
378,Pria,29,26-35,1637,846,monthly,No,Yes,Yes,Yes,Yes,0,No,3-5 jt,No,Teknologi Informasi (TI),Weekday,,,Moderate,Low,Low,Churn,A,Low,,Different Province
379,Wanita,21,18-25,209,209,monthly,No,Yes,No,No,No,0,No,,No,,,,,Moderate,,High,New,A,,,
380,Wanita,28,26-35,1961,843,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,,,,,Moderate,Low,Low,New,B,,Passive canidate,
381,Pria,46,46-55,1587,846,monthly,No,Yes,Yes,Yes,Yes,0,No,26-30 jt,No,Teknologi Informasi (TI),Weekday,,,Moderate,Low,Low,Churn,A,High,,Different Province
382,Wanita,13,<=17,1767,860,monthly,No,Yes,No,No,No,0,No,,No,Administrasi / GA,,,,Basic,,Low,New,,,,
383,Wanita,24,18-25,441,441,monthly,Yes,Yes,Yes,Yes,Yes,0,Yes,3-5 jt,No,Manufaktur,Weekday,,,Basic,Low,Medium,Churn,B,,Future Candidates,Same Province
384,Pria,26,26-35,1245,848,daily,No,Yes,Yes,No,Yes,0,Yes,< 3 Jt,No,Manufaktur,,,,Moderate,,Low,New,B,,Active canidate,
385,Pria,22,18-25,1066,528,,No,Yes,Yes,No,No,0,Yes,3-5 jt,No,Administrasi / GA,,,,Basic,,Medium,New,B,,Future Candidates,
386,Pria,31,26-35,2232,860,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Pendidikan / Pelatihan & Pengembangan,,,,Moderate,,Low,New,A,,,
387,Pria,21,18-25,1441,860,weekly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Akuntansi / Keuangan,,,,Basic,Low,Low,New,A,,Active canidate,
388,Pria,21,18-25,1447,860,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Seni / Media / Komunikasi,,,,Basic,,Low,New,B,,,
389,Pria,20,18-25,331,214,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Jasa / Pelayanan,,,,Basic,Low,High,New,B,,,
390,Pria,28,26-35,1109,528,,No,Yes,,,No,0,Yes,,No,Administrasi / GA,,,,Moderate,Low,Medium,New,A,,Passive canidate,
391,Pria,30,26-35,1436,846,daily,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Pemasaran ,,,,Moderate,,Low,New,B,,Active canidate,
392,Pria,31,26-35,1138,860,monthly,No,Yes,No,No,No,0,Yes,3-5 jt,No,Penjualan,,,,Basic,Low,Low,New,B,,Passive canidate,
393,Pria,3,<=17,1046,860,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,,,,,Basic,,Low,New,B,,,
394,Pria,54,46-55,1385,846,daily,No,Yes,Yes,No,Yes,0,No,11-15 jt,No,Akuntansi / Keuangan,,,,Moderate,Low,Low,New,A,,Active canidate,
395,Pria,52,46-55,1507,860,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Teknologi Informasi (TI),,,,Basic,,Low,New,B,,,
396,Wanita,21,18-25,1004,860,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Jasa / Pelayanan,,,,Basic,,Low,New,B,,Future Candidates,
397,Wanita,52,46-55,1240,848,daily,No,Yes,No,No,Yes,0,No,3-5 jt,No,Jasa / Pelayanan,,,,Basic,,Low,New,B,,Passive canidate,
398,Pria,26,26-35,888,860,monthly,No,Yes,No,No,No,0,No,,No,Jasa / Pelayanan,,,,Basic,,Low,New,,,,
399,Wanita,45,36-45,1015,860,daily,No,Yes,,,No,0,No,3-5 jt,Yes,Jasa / Pelayanan,,,,Basic,,Low,New,A,,Passive canidate,
400,Pria,22,18-25,1411,846,daily,No,Yes,Yes,No,No,0,No,3-5 jt,No,Akuntansi / Keuangan,,,,Basic,,Low,New,B,,Active canidate,
401,Pria,21,18-25,1043,860,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,Pemasaran ,,,,Basic,,Low,New,B,,,
402,Pria,17,<=17,671,634,monthly,Yes,Yes,No,No,Yes,0,No,3-5 jt,No,Teknologi Informasi (TI),,,,Basic,,Low,New,A,,,
403,Wanita,20,18-25,282,282,monthly,No,Yes,No,No,Yes,0,Yes,3-5 jt,No,Keahlian Teknik,Weekday,,,Basic,Low,High,Churn,B,,,Same Province
404,Wanita,35,26-35,1043,528,,No,Yes,,,No,0,Yes,,No,Administrasi / GA,,,,Moderate,Low,Medium,New,B,,Passive canidate,
405,Wanita,22,18-25,1417,860,monthly,No,Yes,Yes,Yes,No,0,No,3-5 jt,No,Teknologi Informasi (TI),,,,Basic,,Low,New,B,,,
406,Pria,23,18-25,742,735,,No,Yes,Yes,No,Yes,0,No,< 3 Jt,Yes,Manufaktur,,,,Basic,Low,Low,New,C,,Future Candidates,
407,Pria,22,18-25,168,168,monthly,No,Yes,No,No,No,0,No,,No,Teknologi Informasi (TI),,,,Basic,,High,New,,,,
408,Wanita,39,36-45,1714,860,weekly,No,Yes,No,No,No,0,No,6-7 jt,No,Administrasi / GA,,,,Moderate,,Low,New,A,,,
409,Pria,22,18-25,1298,528,,No,Yes,Yes,,No,0,No,,No,Administrasi / GA,,,,Basic,,Medium,New,C,,,
410,Pria,37,36-45,2104,860,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Pemasaran ,,,,Moderate,Low,Low,Churn,A,,Future Candidates,
411,Pria,24,18-25,985,860,daily,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,,,,,Basic,,Low,New,B,,Active canidate,
412,Wanita,22,18-25,1412,860,monthly,No,Yes,Yes,Yes,Yes,0,No,3-5 jt,No,Administrasi / GA,Weekday,,,Basic,Low,Low,Churn,B,Low,,
413,Pria,26,26-35,888,860,monthly,No,Yes,No,No,No,0,No,,No,Jasa / Pelayanan,,,,Moderate,,Low,New,A,,,
414,Wanita,24,18-25,1041,528,,No,Yes,,,Yes,0,Yes,,No,Administrasi / GA,,,,Moderate,Low,Medium,New,B,,,
415,Pria,23,18-25,24,24,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,,Weekday,,,Moderate,Low,High,First Active,A,,,
416,Pria,23,18-25,200,200,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Ilmu Pengetahuan,Weekday,,,Moderate,Low,High,Churn,A,,Future Candidates,Different Province
417,Pria,40,36-45,1200,848,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Administrasi / GA,,,,Moderate,,Low,New,A,,Passive canidate,
418,Pria,22,18-25,168,168,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Ilmu Sosial & Politik,,,,Basic,,High,New,B,,Passive canidate,
419,Pria,40,36-45,1860,860,weekly,No,Yes,No,No,Yes,0,No,6-7 jt,No,Jasa / Pelayanan,,,,Basic,Low,Low,New,A,,,
420,Wanita,22,18-25,998,860,daily,No,Yes,Yes,No,Yes,0,No,< 3 Jt,No,Jasa / Pelayanan,,,,Basic,Low,Low,New,C,,Active canidate,
421,Wanita,23,18-25,869,730,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Administrasi / GA,,,,Basic,Low,Low,New,B,,,
422,Pria,25,18-25,1017,860,monthly,No,Yes,No,No,Yes,0,Yes,3-5 jt,No,Manufaktur,,,,Basic,,Low,New,B,,Passive canidate,
423,Wanita,17,<=17,90,90,monthly,No,Yes,No,No,No,0,No,,No,,,,,Basic,,High,New,,,,
424,Pria,26,26-35,1047,676,daily,Yes,Yes,No,No,Yes,0,Yes,11-15 jt,No,Teknologi Informasi (TI),,,,Moderate,,Low,New,A,,Future Candidates,
425,Wanita,19,18-25,568,567,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Pelayanan Kesehatan,,,,Basic,Low,Medium,New,B,,Future Candidates,
426,Pria,25,18-25,987,860,monthly,No,Yes,No,No,Yes,0,Yes,3-5 jt,No,Ilmu Pengetahuan,,,,Basic,,Low,New,B,,Future Candidates,
427,Pria,25,18-25,1460,846,monthly,No,Yes,Yes,Yes,Yes,3,No,3-5 jt,No,Akuntansi / Keuangan,,,,Moderate,Low,Low,New,A,,Future Candidates,
428,Pria,26,26-35,1341,846,daily,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Teknologi Informasi (TI),,,,Moderate,Low,Low,Churn,A,,Active canidate,
429,Wanita,39,36-45,674,634,monthly,No,Yes,No,No,Yes,0,No,6-7 jt,No,Personalia / SDM / HR,,,,Moderate,,Low,New,A,,Passive canidate,
430,Pria,31,26-35,1356,620,daily,No,Yes,Yes,No,Yes,0,No,6-7 jt,Yes,Administrasi / GA,,,,Moderate,Low,Low,New,A,,Active canidate,
431,Wanita,46,46-55,26,26,monthly,No,Yes,No,No,No,0,No,,No,,,,,Basic,,High,New,,,,
432,Wanita,23,18-25,736,670,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Administrasi / GA,,,,Basic,,Low,New,B,,,
433,Pria,28,26-35,11,11,monthly,No,Yes,Yes,No,Yes,0,Yes,3-5 jt,No,,Weekday,,,Basic,Low,High,First Active,B,,,
434,Pria,31,26-35,83,83,daily,Yes,Yes,Yes,No,Yes,2,Yes,6-7 jt,No,,,,,Moderate,,High,New,A,,Active canidate,
435,Pria,21,18-25,1047,860,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Keahlian Teknik,,,,Basic,,Low,New,B,,Future Candidates,
436,Wanita,30,26-35,888,860,monthly,No,Yes,No,No,No,0,No,,No,Jasa / Pelayanan,,,,Basic,,Low,New,C,,,
437,Wanita,23,18-25,1567,860,monthly,No,Yes,Yes,Yes,No,0,No,3-5 jt,No,Akuntansi / Keuangan,,,,Basic,Low,Low,New,B,,,
438,Wanita,23,18-25,1707,843,weekly,No,Yes,Yes,Yes,Yes,0,No,3-5 jt,No,Administrasi / GA,,,,Basic,,Low,New,B,,Active canidate,
439,Pria,26,26-35,1226,848,daily,No,Yes,Yes,No,Yes,0,Yes,3-5 jt,Yes,Personalia / SDM / HR,,,,Moderate,Low,Low,Churn,A,,Active canidate,
440,Pria,27,26-35,319,319,monthly,No,Yes,Yes,No,Yes,0,Yes,< 3 Jt,No,Manufaktur,Weekday,,,Basic,Low,Medium,Churn,C,,,
441,Pria,29,26-35,937,846,daily,No,Yes,Yes,No,No,0,No,3-5 jt,No,Ilmu Pengetahuan,,,,Basic,,Low,New,B,,Active canidate,
442,Wanita,23,18-25,512,505,monthly,No,Yes,No,No,Yes,0,Yes,3-5 jt,No,Seni / Media / Komunikasi,Weekday,,,Basic,Low,Medium,Churn,B,High,Future Candidates,
443,Wanita,28,26-35,233,233,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,Administrasi / GA,,,,Moderate,,High,New,A,,,
444,Pria,31,26-35,888,860,monthly,No,Yes,No,No,No,0,No,,No,Jasa / Pelayanan,,,,Basic,,Low,New,C,,,
445,Wanita,34,26-35,1072,860,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,,,,,Moderate,,Low,New,B,,Passive canidate,
446,Wanita,26,26-35,629,629,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Perencanaan & Pengembangan Perusahaan,,,,Basic,,Low,New,B,,,
447,Pria,20,18-25,973,528,,No,Yes,,,No,0,No,,No,Pendidikan / Pelatihan & Pengembangan,,,,Basic,,Medium,New,C,,,
448,Pria,22,18-25,559,559,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Keahlian Teknik,,,,Basic,Low,Medium,New,B,,,
449,Wanita,26,26-35,598,536,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Administrasi / GA,Weekday,,,Basic,Low,Medium,Churn,A,,,Same Province
450,Pria,26,26-35,955,860,monthly,Yes,Yes,No,No,No,0,No,3-5 jt,No,,,,,Basic,,Low,New,B,,Future Candidates,
451,Wanita,21,18-25,621,620,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Pelayanan Kesehatan,,,,Basic,,Low,New,B,,Future Candidates,
452,Pria,30,26-35,890,700,daily,No,Yes,Yes,No,Yes,0,Yes,3-5 jt,No,Jasa / Pelayanan,,,,Moderate,Low,Low,New,A,,Active canidate,
453,Wanita,26,26-35,1095,528,,No,Yes,,,No,0,No,,Yes,Administrasi / GA,,,,Moderate,,Medium,New,B,,Passive canidate,
454,Wanita,20,18-25,777,492,daily,No,Yes,Yes,No,Yes,0,Yes,3-5 jt,No,Manufaktur,,,,Basic,,Medium,New,B,,Active canidate,
455,Pria,21,18-25,695,689,monthly,No,Yes,No,No,Yes,0,No,6-7 jt,No,Jasa / Pelayanan,,,,Basic,,Low,New,A,,,
456,Pria,31,26-35,1940,860,weekly,No,Yes,No,No,No,0,No,,No,,,,,Basic,,Low,New,,,,
457,Pria,33,26-35,1846,843,2week,No,Yes,Yes,Yes,Yes,0,No,6-7 jt,No,Pemasaran ,,,,Moderate,Low,Low,New,A,,,
458,Wanita,26,26-35,207,207,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,Administrasi / GA,,,,Basic,,High,New,A,,,
459,Pria,19,18-25,2,2,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,,,,,Basic,,High,New,B,,,
460,Pria,26,26-35,888,860,monthly,No,Yes,No,No,No,0,No,,No,Jasa / Pelayanan,,,,Basic,,Low,New,C,,,
461,Pria,29,26-35,2205,860,weekly,No,Yes,No,No,Yes,0,No,3-5 jt,No,,,,,Basic,,Low,New,B,,,
462,Pria,23,18-25,888,860,monthly,No,Yes,No,No,No,0,No,,No,Jasa / Pelayanan,,,,Moderate,,Low,New,B,,,
463,Pria,28,26-35,1463,337,daily,No,Yes,Yes,Yes,Yes,1,Yes,3-5 jt,No,Administrasi / GA,Weekday,,,Basic,Low,Medium,Churn,B,High,Active canidate,
464,Pria,27,26-35,1669,843,2week,No,Yes,Yes,Yes,Yes,0,No,3-5 jt,No,Akuntansi / Keuangan,,,,Moderate,,Low,New,A,,Future Candidates,
465,Pria,3,<=17,1116,528,,No,Yes,,,No,0,Yes,,No,Akuntansi / Keuangan,,,,Moderate,,Medium,New,A,,,
466,Wanita,35,26-35,1417,846,weekly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Administrasi / GA,,,,Basic,Low,Low,New,A,,Active canidate,
467,Pria,28,26-35,1705,860,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Keahlian Teknik,,,,Basic,Low,Low,New,B,,,
468,Pria,30,26-35,1439,846,weekly,No,Yes,Yes,No,Yes,1,No,3-5 jt,No,Administrasi / GA,,,,Moderate,Low,Low,New,A,,Active canidate,
469,Pria,20,18-25,1440,846,weekly,No,Yes,No,No,Yes,0,No,< 3 Jt,No,Bangunan / Konstruksi,,,,Basic,,Low,New,C,,,
470,Pria,26,26-35,663,625,monthly,Yes,Yes,Yes,No,Yes,0,No,6-7 jt,No,Keahlian Teknik,,,,Moderate,Low,Low,New,A,,,
471,Pria,24,18-25,99,11,,Yes,Yes,Yes,No,Yes,0,Yes,< 3 Jt,No,Administrasi / GA,Weekday,,,Moderate,Low,High,Retain,B,Low,Future Candidates,Same Province
472,Pria,25,18-25,256,256,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,,,,,Basic,,High,New,A,,,
473,Wanita,22,18-25,888,860,monthly,No,Yes,No,No,No,0,No,,No,Jasa / Pelayanan,,,,Moderate,,Low,New,B,,,
474,Wanita,23,18-25,775,769,monthly,Yes,Yes,No,No,Yes,0,Yes,3-5 jt,No,Administrasi / GA,,,,Basic,,Low,New,B,,Passive canidate,
475,Pria,30,26-35,1446,846,monthly,No,Yes,Yes,Yes,Yes,0,No,< 3 Jt,No,Teknologi Informasi (TI),,,,Moderate,,Low,New,A,,,
476,Pria,24,18-25,1385,846,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Administrasi / GA,,,,Basic,,Low,New,B,,Future Candidates,
477,Pria,21,18-25,540,540,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Keahlian Teknik,Weekday,,,Basic,Low,Medium,Churn,B,Low,Future Candidates,Different Province
478,Pria,33,26-35,1146,730,monthly,No,Yes,Yes,No,Yes,0,Yes,11-15 jt,No,Akuntansi / Keuangan,,,,Moderate,Low,Low,New,A,,,
479,Wanita,22,18-25,138,138,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,Manufaktur,,,,Basic,,High,New,A,,,
480,Pria,23,18-25,1335,860,daily,No,Yes,Yes,No,No,0,No,3-5 jt,No,Pemasaran ,,,,Basic,,Low,New,B,,Active canidate,
481,Pria,26,26-35,865,860,monthly,No,Yes,No,No,Yes,2,Yes,,No,,,,,Moderate,,Low,New,A,,,
482,Pria,26,26-35,1018,860,monthly,No,Yes,No,No,No,0,Yes,3-5 jt,No,Jasa / Pelayanan,,,,Basic,,Low,New,B,,Passive canidate,
483,Pria,18,18-25,11,11,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,,,,,Basic,,High,New,B,,,
484,Pria,22,18-25,574,568,monthly,No,Yes,No,No,Yes,0,No,< 3 Jt,No,Keahlian Teknik,Weekday,,,Basic,Low,Medium,Churn,C,,,Different Province
485,Pria,20,18-25,209,209,monthly,No,Yes,No,No,No,0,No,,No,,,,,Moderate,,High,New,A,,,
486,Pria,41,36-45,1518,860,monthly,No,Yes,Yes,Yes,No,0,No,16-20 jt,No,Jasa / Pelayanan,,,,Moderate,,Low,New,A,,,
487,Wanita,43,36-45,1110,848,daily,No,Yes,Yes,No,Yes,1,Yes,11-15 jt,Yes,Akuntansi / Keuangan,,,,Moderate,Low,Low,New,A,,Active canidate,
488,Wanita,24,18-25,1036,41,daily,No,Yes,Yes,Yes,Yes,0,Yes,3-5 jt,No,,Weekday,,,Basic,Low,High,Retain,A,Low,Active canidate,Different Province
489,Pria,33,26-35,1721,843,weekly,No,Yes,Yes,Yes,Yes,0,No,8-10 jt,No,Hukum / Legal,,,,Moderate,Low,Low,New,A,,Active canidate,
490,Wanita,21,18-25,1128,860,monthly,No,Yes,No,No,No,0,No,3-5 jt,No,,,,,Basic,,Low,New,B,,,
491,Wanita,30,26-35,1325,846,daily,No,Yes,Yes,No,Yes,0,No,3-5 jt,Yes,Administrasi / GA,,,,Moderate,Low,Low,New,A,,Active canidate,
492,Pria,24,18-25,1383,860,daily,No,Yes,Yes,No,Yes,0,No,3-5 jt,Yes,Teknologi Informasi (TI),,,,Moderate,Low,Low,New,B,,Active canidate,
493,Wanita,25,18-25,195,195,monthly,No,Yes,No,No,No,0,No,6-7 jt,No,,,,,Basic,,High,New,A,,,
494,Pria,28,26-35,1869,860,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Seni / Media / Komunikasi,,,,Basic,,Low,New,B,,,
495,Pria,4,<=17,1525,846,weekly,No,Yes,Yes,No,Yes,0,No,3-5 jt,Yes,Jasa / Pelayanan,,,,Moderate,Low,Low,New,A,,Active canidate,
496,Wanita,20,18-25,684,368,daily,Yes,Yes,Yes,No,Yes,0,No,3-5 jt,No,Akuntansi / Keuangan,,,,Basic,,Medium,New,B,,Active canidate,
497,Pria,34,26-35,1039,848,monthly,No,Yes,Yes,No,Yes,2,Yes,3-5 jt,No,Teknologi Informasi (TI),,,,Moderate,Low,Low,New,A,,Future Candidates,
498,Wanita,24,18-25,598,598,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Manufaktur,,,,Basic,,Low,New,A,,Future Candidates,
499,Pria,25,18-25,331,154,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Personalia / SDM / HR,Weekday,,,Basic,Low,High,Churn,A,Low,Future Candidates,Different Province
500,Pria,21,18-25,782,775,monthly,No,Yes,No,No,No,0,No,< 3 Jt,No,Ilmu Pengetahuan,,,,Basic,,Low,New,C,,,
501,Pria,30,26-35,1119,860,weekly,No,Yes,No,No,No,0,No,3-5 jt,No,Akuntansi / Keuangan,,,,Moderate,,Low,New,A,,Passive canidate,
502,Wanita,24,18-25,1336,860,daily,No,Yes,Yes,No,Yes,1,No,6-7 jt,Yes,Jasa / Pelayanan,,,,Moderate,Low,Low,New,A,,Active canidate,
503,Wanita,42,36-45,563,557,monthly,No,Yes,No,No,No,0,No,6-7 jt,No,,,,,Basic,,Medium,New,A,,,
504,Pria,30,26-35,2102,860,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Akuntansi / Keuangan,,,,Moderate,,Low,New,A,,Passive canidate,
505,Pria,22,18-25,1447,860,monthly,No,Yes,Yes,Yes,No,0,No,3-5 jt,No,Administrasi / GA,,,,Basic,Low,Low,New,B,,,
506,Pria,47,46-55,935,848,weekly,No,Yes,No,No,No,0,No,26-30 jt,No,Perencanaan & Pengembangan Perusahaan,,,,Moderate,,Low,New,A,,Passive canidate,
507,Pria,28,26-35,1033,848,daily,Yes,Yes,Yes,No,Yes,0,Yes,3-5 jt,Yes,Administrasi / GA,,,,Moderate,Low,Low,New,A,,Active canidate,
508,Pria,25,18-25,844,706,monthly,No,Yes,No,No,Yes,0,No,3-5 jt,No,Penjualan,,,,Basic,,Low,New,A,,Future Candidates,
509,Pria,25,18-25,187,187,daily,Yes,Yes,Yes,No,Yes,0,Yes,3-5 jt,No,Administrasi / GA,Weekday,,,Moderate,Low,High,Churn,A,,Active canidate,
510,Wanita,20,18-25,668,483,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,,Weekday,,,Basic,Low,Medium,Churn,B,Low,,Same Province
511,Pria,34,26-35,1474,860,monthly,No,Yes,Yes,Yes,Yes,0,No,6-7 jt,Yes,Jasa / Pelayanan,,,,Moderate,,Low,New,A,,,
512,Pria,26,26-35,1212,528,,No,Yes,No,,Yes,0,No,,No,Keahlian Teknik,,,,Basic,Low,Medium,New,C,,,
513,Wanita,42,36-45,604,598,monthly,No,Yes,Yes,No,Yes,0,No,3-5 jt,No,Ilmu Sosial & Politik,,,,Basic,Low,Low,New,B,,,
